  0.0000000e+000	  0.0000000e+000	  1.0000000e+000	
  5.0000000e-002	  4.9979169e-002	  9.9875026e-001	
  1.0000000e-001	  9.9833417e-002	  9.9500417e-001	
  1.5000000e-001	  1.4943813e-001	  9.8877108e-001	
  2.0000000e-001	  1.9866933e-001	  9.8006658e-001	
  2.5000000e-001	  2.4740396e-001	  9.6891242e-001	
  3.0000000e-001	  2.9552021e-001	  9.5533649e-001	
  3.5000000e-001	  3.4289781e-001	  9.3937271e-001	
  4.0000000e-001	  3.8941834e-001	  9.2106099e-001	
  4.5000000e-001	  4.3496553e-001	  9.0044710e-001	
  5.0000000e-001	  4.7942554e-001	  8.7758256e-001	
  5.5000000e-001	  5.2268723e-001	  8.5252452e-001	
  6.0000000e-001	  5.6464247e-001	  8.2533561e-001	
  6.5000000e-001	  6.0518641e-001	  7.9608380e-001	
  7.0000000e-001	  6.4421769e-001	  7.6484219e-001	
  7.5000000e-001	  6.8163876e-001	  7.3168887e-001	
  8.0000000e-001	  7.1735609e-001	  6.9670671e-001	
  8.5000000e-001	  7.5128041e-001	  6.5998315e-001	
  9.0000000e-001	  7.8332691e-001	  6.2160997e-001	
  9.5000000e-001	  8.1341550e-001	  5.8168309e-001	
  1.0000000e+000	  8.4147098e-001	  5.4030231e-001	
  1.0500000e+000	  8.6742323e-001	  4.9757105e-001	
  1.1000000e+000	  8.9120736e-001	  4.5359612e-001	
  1.1500000e+000	  9.1276394e-001	  4.0848744e-001	
  1.2000000e+000	  9.3203909e-001	  3.6235775e-001	
  1.2500000e+000	  9.4898462e-001	  3.1532236e-001	
  1.3000000e+000	  9.6355819e-001	  2.6749883e-001	
  1.3500000e+000	  9.7572336e-001	  2.1900669e-001	
  1.4000000e+000	  9.8544973e-001	  1.6996714e-001	
  1.4500000e+000	  9.9271299e-001	  1.2050277e-001	
  1.5000000e+000	  9.9749499e-001	  7.0737202e-002	
  1.5500000e+000	  9.9978376e-001	  2.0794828e-002	
  1.6000000e+000	  9.9957360e-001	 -2.9199522e-002	
  1.6500000e+000	  9.9686503e-001	 -7.9120889e-002	
  1.7000000e+000	  9.9166481e-001	 -1.2884449e-001	
  1.7500000e+000	  9.8398595e-001	 -1.7824606e-001	
  1.8000000e+000	  9.7384763e-001	 -2.2720209e-001	
  1.8500000e+000	  9.6127520e-001	 -2.7559025e-001	
  1.9000000e+000	  9.4630009e-001	 -3.2328957e-001	
  1.9500000e+000	  9.2895972e-001	 -3.7018083e-001	
  2.0000000e+000	  9.0929743e-001	 -4.1614684e-001	
  2.0500000e+000	  8.8736237e-001	 -4.6107269e-001	
  2.1000000e+000	  8.6320937e-001	 -5.0484610e-001	
  2.1500000e+000	  8.3689879e-001	 -5.4735767e-001	
  2.2000000e+000	  8.0849640e-001	 -5.8850112e-001	
  2.2500000e+000	  7.7807320e-001	 -6.2817362e-001	
  2.3000000e+000	  7.4570521e-001	 -6.6627602e-001	
  2.3500000e+000	  7.1147335e-001	 -7.0271308e-001	
  2.4000000e+000	  6.7546318e-001	 -7.3739372e-001	
  2.4500000e+000	  6.3776470e-001	 -7.7023125e-001	
  2.5000000e+000	  5.9847214e-001	 -8.0114362e-001	
  2.5500000e+000	  5.5768372e-001	 -8.3005354e-001	
  2.6000000e+000	  5.1550137e-001	 -8.5688875e-001	
  2.6500000e+000	  4.7203054e-001	 -8.8158220e-001	
  2.7000000e+000	  4.2737988e-001	 -9.0407214e-001	
  2.7500000e+000	  3.8166099e-001	 -9.2430238e-001	
  2.8000000e+000	  3.3498815e-001	 -9.4222234e-001	
  2.8500000e+000	  2.8747801e-001	 -9.5778724e-001	
  2.9000000e+000	  2.3924933e-001	 -9.7095817e-001	
  2.9500000e+000	  1.9042265e-001	 -9.8170220e-001	
  3.0000000e+000	  1.4112001e-001	 -9.8999250e-001	
  3.0500000e+000	  9.1464642e-002	 -9.9580832e-001	
  3.1000000e+000	  4.1580662e-002	 -9.9913515e-001	
  3.1500000e+000	 -8.4072474e-003	 -9.9996466e-001	
  3.2000000e+000	 -5.8374143e-002	 -9.9829478e-001	
  3.2500000e+000	 -1.0819513e-001	 -9.9412968e-001	
  3.3000000e+000	 -1.5774569e-001	 -9.8747977e-001	
  3.3500000e+000	 -2.0690197e-001	 -9.7836168e-001	
  3.4000000e+000	 -2.5554110e-001	 -9.6679819e-001	
  3.4500000e+000	 -3.0354151e-001	 -9.5281821e-001	
  3.5000000e+000	 -3.5078323e-001	 -9.3645669e-001	
  3.5500000e+000	 -3.9714817e-001	 -9.1775451e-001	
  3.6000000e+000	 -4.4252044e-001	 -8.9675842e-001	
  3.6500000e+000	 -4.8678665e-001	 -8.7352090e-001	
  3.7000000e+000	 -5.2983614e-001	 -8.4810003e-001	
  3.7500000e+000	 -5.7156132e-001	 -8.2055936e-001	
  3.8000000e+000	 -6.1185789e-001	 -7.9096771e-001	
  3.8500000e+000	 -6.5062514e-001	 -7.5939906e-001	
  3.9000000e+000	 -6.8776616e-001	 -7.2593230e-001	
  3.9500000e+000	 -7.2318812e-001	 -6.9065110e-001	
  4.0000000e+000	 -7.5680250e-001	 -6.5364362e-001	
  4.0500000e+000	 -7.8852525e-001	 -6.1500238e-001	
  4.1000000e+000	 -8.1827711e-001	 -5.7482395e-001	
  4.1500000e+000	 -8.4598370e-001	 -5.3320876e-001	
  4.2000000e+000	 -8.7157577e-001	 -4.9026082e-001	
  4.2500000e+000	 -8.9498936e-001	 -4.4608749e-001	
  4.3000000e+000	 -9.1616594e-001	 -4.0079917e-001	
  4.3500000e+000	 -9.3505258e-001	 -3.5450907e-001	
  4.4000000e+000	 -9.5160207e-001	 -3.0733287e-001	
  4.4500000e+000	 -9.6577306e-001	 -2.5938850e-001	
  4.5000000e+000	 -9.7753012e-001	 -2.1079580e-001	
  4.5500000e+000	 -9.8684386e-001	 -1.6167622e-001	
  4.6000000e+000	 -9.9369100e-001	 -1.1215253e-001	
  4.6500000e+000	 -9.9805444e-001	 -6.2348515e-002	
  4.7000000e+000	 -9.9992326e-001	 -1.2388663e-002	
  4.7500000e+000	 -9.9929279e-001	  3.7602153e-002	
  4.8000000e+000	 -9.9616461e-001	  8.7498983e-002	
  4.8500000e+000	 -9.9054654e-001	  1.3717711e-001	
  4.9000000e+000	 -9.8245261e-001	  1.8651237e-001	
  4.9500000e+000	 -9.7190307e-001	  2.3538144e-001	
  5.0000000e+000	 -9.5892427e-001	  2.8366219e-001	
  5.0500000e+000	 -9.4354867e-001	  3.3123392e-001	
  5.1000000e+000	 -9.2581468e-001	  3.7797774e-001	
  5.1500000e+000	 -9.0576664e-001	  4.2377682e-001	
  5.2000000e+000	 -8.8345466e-001	  4.6851667e-001	
  5.2500000e+000	 -8.5893449e-001	  5.1208548e-001	
  5.3000000e+000	 -8.3226744e-001	  5.5437434e-001	
  5.3500000e+000	 -8.0352016e-001	  5.9527755e-001	
  5.4000000e+000	 -7.7276449e-001	  6.3469288e-001	
  5.4500000e+000	 -7.4007731e-001	  6.7252180e-001	
  5.5000000e+000	 -7.0554033e-001	  7.0866977e-001	
  5.5500000e+000	 -6.6923986e-001	  7.4304644e-001	
  5.6000000e+000	 -6.3126664e-001	  7.7556588e-001	
  5.6500000e+000	 -5.9171558e-001	  8.0614681e-001	
  5.7000000e+000	 -5.5068554e-001	  8.3471278e-001	
  5.7500000e+000	 -5.0827908e-001	  8.6119242e-001	
  5.8000000e+000	 -4.6460218e-001	  8.8551952e-001	
  5.8500000e+000	 -4.1976402e-001	  9.0763328e-001	
  5.9000000e+000	 -3.7387666e-001	  9.2747843e-001	
  5.9500000e+000	 -3.2705481e-001	  9.4500537e-001	
  6.0000000e+000	 -2.7941550e-001	  9.6017029e-001	
  6.0500000e+000	 -2.3107779e-001	  9.7293528e-001	
  6.1000000e+000	 -1.8216250e-001	  9.8326844e-001	
  6.1500000e+000	 -1.3279191e-001	  9.9114394e-001	
  6.2000000e+000	 -8.3089403e-002	  9.9654210e-001	
  6.2500000e+000	 -3.3179217e-002	  9.9944942e-001	
